OBJECTID,NAME,CITY,STATE,POPULATION,COUNTY,BEDS
7560,ADVANCED CARE HOSPITAL OF WHITE COUNTY,SEARCY,AR,27,WHITE,27
7581,ARKANSAS CHILDREN'S NORTHWEST INC.,SPRINGDALE,AR,24,WASHINGTON,24
6340,LBJ TROPICAL MEDICAL CENTER,PAGO PAGO,AS,0,MAOPUTASI,0
177,SANTA CRUZ VALLEY HOSPITAL,GREEN VALLEY,AZ,49,PIMA,49
917,SCOTTSDALE HEALTHCARE THOMPSON PEAK,SCOTTSDALE,AZ,92,MARICOPA,92
1181,TMC HEALTHCARE,TUCSON,AZ,541,PIMA,541
1190,GILBERT HOSPITAL,GILBERT,AZ,19,MARICOPA,19
1208,BANNER HEART HOSPITAL,MESA,AZ,111,MARICOPA,111
1253,KINDRED HOSPITAL ARIZONA - PHOENIX,PHOENIX,AZ,58,MARICOPA,58
1254,KINDRED HOSPITAL ARIZONA - SCOTTSDALE,SCOTTSDALE,AZ,62,MARICOPA,62
1255,ABRAZO SCOTTSDALE CAMPUS,PHOENIX,AZ,136,MARICOPA,136
1263,"GUIDANCE CENTER, THE",FLAGSTAFF,AZ,16,COCONINO,16
1266,SCOTTSDALE LIBERTY HOSPITAL,SCOTTSDALE,AZ,12,MARICOPA,12
1284,"RCHP-SIERRA VISTA, INC.",SIERRA VISTA,AZ,0,COCHISE,0
1633,CURAHEALTH HOSPITAL OF TUCSON,TUCSON,AZ,51,PIMA,51
1634,PALO VERDE BEHAVIORAL HEALTH,TUCSON,AZ,48,PIMA,48
1806,NORTHWEST MED CENTER,TUCSON,AZ,295,PIMA,295
1874,VERDE VALLEY MEDICAL CENTER - SEDONA CAMPUS,SEDONA,AZ,0,YAVAPAI,0
1985,SIERRA VISTA REGIONAL HEALTH CENTER,SIERRA VISTA,AZ,83,COCHISE,83
2063,FLORENCE HOSPITAL AT ANTHEM,FLORENCE,AZ,36,PINAL,36
2066,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT MESA,MESA,AZ,0,MARICOPA,0
2067,"SIERRA TUCSON, INC.",TUCSON,AZ,139,PIMA,139
2073,"DOUGLAS COMMUNITY HOSPITAL, INC",DOUGLAS,AZ,0,COCHISE,0
2082,ST JOSEPH'S WESTGATE MEDICAL CENTER,GLENDALE,AZ,24,MARICOPA,24
2085,DHHS PHS IHS TUCSON AREA IHS TUCSON,SELLS,AZ,0,PIMA,0
2092,WESTERN REGIONAL MEDICAL CENTER CANCER HOSPITAL,GOODYEAR,AZ,0,MARICOPA,0
2102,HOPI HEALTH CARE CENTER/DHHS IHS PHOENIX AREA,POLACCA,AZ,0,NAVAJO,0
2103,WHITERIVER INDIAN HOSPITAL,WHITERIVER,AZ,40,NAVAJO,40
2412,"HACIENDA CHILDREN'S HOSPITAL, INC",MESA,AZ,24,MARICOPA,24
2602,ENCOMPASS HEALTH EAST VALLEY REHABILITATION,GILBERT,AZ,60,MARICOPA,60
2621,AGH LAVEEN LLC,LAVEEN,AZ,16,MARICOPA,16
2641,ST LUKES BEHAVIORAL HOSPITAL,PHOENIX,AZ,124,MARICOPA,124
2653,"CORNERSTONE SPECIALTY HOSPITAL TUCSON, LLC",TUCSON,AZ,54,PIMA,54
2695,MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL,PRESCOTT VALLEY,AZ,0,YAVAPAI,0
2701,ABRAZO CENTRAL CAMPUS,PHOENIX,AZ,221,MARICOPA,221
2717,SOUTHERN ARIZONA VA HEALTH CARE SYSTEM,TUCSON,AZ,0,PIMA,0
3097,PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,391,MARICOPA,391
3099,FLORENCE COMMUNITY HEALTHCARE,FLORENCE,AZ,0,PINAL,0
3101,YUMA REGIONAL MEDICAL CENTER,YUMA,AZ,369,YUMA,369
3175,ARIZONA STATE HOSPITAL,PHOENIX,AZ,0,MARICOPA,0
3179,WESTERN ARIZONA REGIONAL MEDICAL CENTER,BULLHEAD CITY,AZ,139,MOHAVE,139
3184,ARIZONA SPINE & JOINT HOSPITAL,MESA,AZ,23,MARICOPA,23
3185,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,217,MARICOPA,217
3197,VERDE VALLEY MEDICAL CENTER,COTTONWOOD,AZ,110,YAVAPAI,110
3207,ARIZONA STATE FORENSIC HOSPITAL,PHOENIX,AZ,0,MARICOPA,0
3236,QUAIL RUN BEHAVIORAL HEALTH,PHOENIX,AZ,102,MARICOPA,102
3252,CURAHEALTH NW PHOENIX,PEORIA,AZ,58,MARICOPA,58
3253,PROMISE HOSPITAL OF PHOENIX,MESA,AZ,40,MARICOPA,40
3260,US ARMY HOSPITAL-YUMA,YUMA,AZ,0,YUMA,0
3269,US AIR FORCE HOSPITAL-TUCSON,TUCSON,AZ,0,PIMA,0
3418,HU-HU-KAM MEMORIAL HOSPITAL (SACATON),SACATON,AZ,0,PINAL,0
3424,BANNER BAYWOOD MEDICAL CENTER,MESA,AZ,340,MARICOPA,340
3506,SELECT SPECIALTY HOSPITAL - PHOENIX,PHOENIX,AZ,48,MARICOPA,48
3515,TMC HEALTHCARE CENTER FOR GEROPSYCH,TUCSON,AZ,16,PIMA,16
3516,SELECT SPECIALTY HOSPITAL - PHOENIX DOWNTOWN,PHOENIX,AZ,33,MARICOPA,33
3527,FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,AZ,0,APACHE,0
3627,HAVEN BEHAVIORAL SERVICES,PHOENIX,AZ,0,MARICOPA,0
3630,SELECT SPECIALTY HOSPITAL ARIZONA INC.,SCOTTSDALE,AZ,0,MARICOPA,0
3649,BANNER GOOD SAMARITAN MEDICAL CENTER,PHOENIX,AZ,0,MARICOPA,0
3677,SONORA BEHAVIORAL HEALTH HOSPITAL (HOSP-PSY),TUCSON,AZ,70,PIMA,70
4257,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY,SUN CITY,AZ,0,MARICOPA,0
4258,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON,TUCSON,AZ,60,PIMA,60
4362,LA PAZ REGIONAL,PARKER,AZ,25,LA PAZ,25
4363,CORE INSTITUTE SPECIALTY HOSPITAL,PHOENIX,AZ,33,MARICOPA,33
4364,VALLEY HOSPITAL,PHOENIX,AZ,122,MARICOPA,122
4372,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,TUCSON,AZ,80,PIMA,80
4421,BENSON HOSPITAL,BENSON,AZ,22,COCHISE,22
4423,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",WILLCOX,AZ,48,COCHISE,48
4435,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,TUCSON,AZ,479,PIMA,479
4440,KINGMAN REGIONAL MEDICAL CENTER-HUALAPAI MOUNTAIN CAMPUS,KINGMAN,AZ,0,MOHAVE,0
4757,"COBALT REHABILITATION HOSPITAL IV, LLC",SURPRISE,AZ,0,MARICOPA,0
4758,COPPER SPRINGS HOSPITAL INC,AVONDALE,AZ,48,MARICOPA,48
4762,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,TUCSON,AZ,245,PIMA,245
4983,BANNER BEHAVIORAL HEALTH HOSPITAL,SCOTTSDALE,AZ,78,MARICOPA,78
4986,ST. JOSEPH'S HOSPITAL MEDICAL CENTER,PHOENIX,AZ,607,MARICOPA,607
4987,BANNER BOSWELL MEDICAL CENTER,SUN CITY,AZ,418,MARICOPA,418
4988,BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,214,MARICOPA,214
4989,BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,177,MARICOPA,177
4990,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,480,MARICOPA,480
4991,HONORHEALTH DEER VALLEY MEDICAL CENTER,PHOENIX,AZ,204,MARICOPA,204
4992,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,PHOENIX,AZ,262,MARICOPA,262
4993,LOS NINOS HOSPITAL,PHOENIX,AZ,15,MARICOPA,15
4994,MAYO CLINIC ARIZONA,PHOENIX,AZ,268,MARICOPA,268
4996,MERCY GILBERT MEDICAL CENTER,GILBERT,AZ,212,MARICOPA,212
4997,SCOTTSDALE HEALTHCARE OSBORN,SCOTTSDALE,AZ,340,MARICOPA,340
4998,SCOTTSDALE HEALTHCARE SHEA,SCOTTSDALE,AZ,433,MARICOPA,433
5001,WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,AZ,19,MARICOPA,19
5005,COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,25,GILA,25
5006,FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,267,COCONINO,267
5007,COPPER QUEEN COMMUNITY HOSPITAL,BISBEE,AZ,14,COCHISE,14
5009,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,SPRINGERVILLE,AZ,20,APACHE,20
5010,MT. GRAHAM REGIONAL MEDICAL CENTER,SAFFORD,AZ,49,GRAHAM,49
5011,YAVAPAI REGIONAL MEDICAL CENTER,PRESCOTT VALLEY,AZ,134,YAVAPAI,134
5012,YAVAPAI REGIONAL MEDICAL CENTER - EAST,PRESCOTT VALLEY,AZ,72,YAVAPAI,72
5014,BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,36,PINAL,36
5015,HOLY CROSS HOSPITAL,NOGALES,AZ,56,SANTA CRUZ,56
5140,VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,66,MOHAVE,66
5141,ORTHOPEDIC SURGICAL HOSPITAL,CHANDLER,AZ,24,MARICOPA,24
5144,AURORA BEHAVIORAL HEALTHCARE-PHOENIX,GLENDALE,AZ,90,MARICOPA,90
5155,WINDHAVEN PSYCHIATRIC HOSPITAL,PRESCOTT VALLEY,AZ,16,YAVAPAI,16
5159,"REMUDA RANCH CENTER FOR ANOREXIA AND BULIMIA, INC",WICKENBURG,AZ,0,MARICOPA,0
5209,ENCOMPASS HEALTH REHABILITATION OF SCOTTSDALE,SCOTTSDALE,AZ,60,MARICOPA,60
5210,ABRAZO MARYVALE CAMPUS,PHOENIX,AZ,232,MARICOPA,232
5213,OASIS HOSPITAL,PHOENIX,AZ,64,MARICOPA,64
5219,ST. LUKE'S MEDICAL CENTER,PHOENIX,AZ,250,MARICOPA,250
5264,YUMA REHABILITATION HOSPITAL,YUMA,AZ,41,YUMA,41
5270,AURORA BEHAVIORAL HEALTHCARE-TEMPE,TEMPE,AZ,75,MARICOPA,75
5271,BANNER GOLDFIELD MEDICAL CENTER,APACHE JUNCTION,AZ,0,PINAL,0
5272,ENCOMPASS HEALTH VALLEY OF THE SUN REHABILITATION,GLENDALE,AZ,0,MARICOPA,0
5279,ST. MARY'S HOSPITAL,TUCSON,AZ,400,PIMA,400
5280,GILA RIVER HEALTH CARE CORPORATION,SACATON,AZ,0,PINAL,0
5283,"UNIVERSITY OF ARIZONA MEDICAL CENTER- UNIVERSITY CAMPUS, THE",TUCSON,AZ,0,PIMA,0
5288,SAGE MEMORIAL HOSPITAL,GANADO,AZ,25,APACHE,25
5289,US PHS WINSLOW INDIAN HOSPITAL,WINSLOW,AZ,0,NAVAJO,0
5404,AVENIR BEHAVIORAL HEALTH CENTER,SURPRISE,AZ,32,MARICOPA,32
5594,SUMMIT HEALTHCARE ASSOCIATION,SHOW LOW,AZ,89,NAVAJO,89
5612,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,202,MOHAVE,202
5613,LITTLE COLORADO MEDICAL CENTER,WINSLOW,AZ,25,NAVAJO,25
5619,HAVASU REGIONAL MEDICAL CENTER,LAKE HAVASU CITY,AZ,181,MOHAVE,181
5635,DESTINY SPRINGS HEALTHCARE,SURPRISE,AZ,90,MARICOPA,90
5640,BANNER DESERT MEDICAL CENTER,MESA,AZ,489,MARICOPA,489
5641,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,PHOENIX,AZ,640,MARICOPA,640
5643,"REHABILITATION HOSPITAL OF NORTHERN ARIZONA, LLC",FLAGSTAFF,AZ,40,COCONINO,40
5659,PHOENIX CHILDREN'S HOSPITAL AT DIGNITY HEALTH'S MERCY GILBERT,GILBERT,AZ,22,MARICOPA,22
5670,MARICOPA MEDICAL CENTER,PHOENIX,AZ,500,MARICOPA,500
5671,"MOUNTAIN VISTA MEDICAL CENTER, LP",MESA,AZ,172,MARICOPA,172
5674,ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,GOODYEAR,AZ,188,MARICOPA,188
5689,BANNER PAYSON REGIONAL,PAYSON,AZ,44,GILA,44
5703,PHOENIX ER & MEDICAL HOSPITAL,CHANDLER,AZ,3,MARICOPA,3
5778,ABRAZO ARIZONA HEART HOSPITAL,PHOENIX,AZ,59,MARICOPA,59
5786,GREENBAUM SURGICAL SPECIALTY HOSPITAL,SCOTTSDALE,AZ,0,MARICOPA,0
5787,CHANGEPOINT PSYCHIATRIC HOSPITAL,LAKESIDE,AZ,16,NAVAJO,16
5788,"SOUTHWESTERN CHILDREN'S HEALTH SERVICES, INC (ACADIA HEALTHCARE)",CHANDLER,AZ,0,MARICOPA,0
5789,"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER",TEMPE,AZ,0,MARICOPA,0
5800,DIGNITY HEALTH CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,338,MARICOPA,338
5808,GLOBAL REHAB REHABILITATION HOSPITAL,SCOTTSDALE,AZ,50,MARICOPA,50
5810,US AIR FORCE HOSPITAL-GLENDALE - CLOSED,GLENDALE,AZ,0,MARICOPA,0
5811,US ARMY HOSPITAL-FT HUACHUCA,FORT HUACHUCA,AZ,0,COCHISE,0
5819,TUBA CITY REGIONAL HEALTH CARE,TUBA CITY,AZ,0,COCONINO,0
5821,SAN CARLOS HOSPITAL,SAN CARLOS,AZ,0,GILA,0
5825,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,100,COCHISE,100
5827,SELLS HOSPITAL,SELLS,AZ,0,PIMA,0
5828,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,0,APACHE,0
6007,"DIGNITY HEALTH AZ GENERAL HOSPITAL MESA, LLC",MESA,AZ,50,MARICOPA,50
6651,PARKER IHS INDIAN HOSPITAL,PARKER,AZ,0,LA PAZ,0
6673,HOSPITAL INDIAN SCHOOL RD,PHOENIX,AZ,0,MARICOPA,0
6680,PHOENIX INDIAN MEDICAL CENTER,PHOENIX,AZ,0,MARICOPA,0
6928,NORTHERN ARIZONA VA HEALTHCARE SYSTEM,PRESCOTT,AZ,0,YAVAPAI,0
7327,BANNER DEL E. WEBB MEDICAL CENTER,SUN CITY WEST,AZ,373,MARICOPA,373
7328,BANNER PAGE HOSPITAL,PAGE,AZ,25,COCONINO,25
7329,ORO VALLEY HOSPITAL,ORO VALLEY,AZ,144,PIMA,144
7330,CARONDELET ST JOSEPHS HOSPITAL,TUCSON,AZ,486,PIMA,486
7331,SAN CARLOS APACHE HEALTHCARE CORPORATION,PERIDOT,AZ,0,GILA,0
7333,BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,AZ,177,PINAL,177
7519,"RECOVERY INNOVATIONS, INC.",PEORIA,AZ,16,MARICOPA,16
7608,COPPER QUEEN DOUGLAS EMERGENCY DEPARTMENT,DOUGLAS,AZ,0,COCHISE,0
1,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,49,KINGS,49
2,LOS ROBLES HOSPITAL & MEDICAL CENTER - EAST CAMPUS,WESTLAKE VILAGE,CA,62,VENTURA,62
3,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,CA,127,LOS ANGELES,127
4,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,HOLLYWOOD,CA,100,LOS ANGELES,100
5,KINDRED HOSPITAL BALDWIN PARK,BALDWIN PARK,CA,95,LOS ANGELES,95
6,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,CA,172,LOS ANGELES,172
7,MONROVIA MEMORIAL HOSPITAL,MONROVIA,CA,49,LOS ANGELES,49
8,MONTEREY PARK HOSPITAL,MONTEREY PARK,CA,101,LOS ANGELES,101
9,STAR VIEW ADOLESCENT - P H F,TORRANCE,CA,16,LOS ANGELES,16
10,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,CORONA,CA,78,RIVERSIDE,78
11,MODOC MEDICAL CENTER,ALTURAS,CA,87,MODOC,87
12,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,269,MONTEREY,269
14,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,ORANGE,CA,27,ORANGE,27
15,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,TUSTIN,CA,48,ORANGE,48
16,KINDRED HOSPITAL BREA,BREA,CA,86,ORANGE,86
17,KINDRED HOSPITAL WESTMINSTER,WESTMINSTER,CA,109,ORANGE,109
18,KAWEAH DELTA MENTAL HEALTH HOSPITAL D/P APH,VISALIA,CA,63,TULARE,63
28,COLLEGE MEDICAL CENTER,LONG BEACH,CA,121,LOS ANGELES,121
29,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,CA,216,ALAMEDA,216
30,KINDRED HOSPITAL PARAMOUNT,PARAMOUNT,CA,177,LOS ANGELES,177
31,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,NORWALK,CA,1265,LOS ANGELES,1265
52,RESTPADD PSYCHIATRIC HEALTH FACILITY,REDDING,CA,16,SHASTA,16
53,THE CHAMPION CENTER,LOMPOC,CA,34,SANTA BARBARA,34
55,KAISER FND HOSP ONTARIO MEDICAL CENTER CAMPUS,ONTARIO,CA,176,SAN BERNARDINO,176
56,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,LOMA LINDA,CA,134,SAN BERNARDINO,134
57,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,CA,342,SAN BERNARDINO,342
58,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,CA,414,SAN DIEGO,414
59,SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,173,SAN DIEGO,173
60,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,CA,194,SAN DIEGO,194
61,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,SAN DIEGO,CA,206,SAN DIEGO,206
62,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,SAN DIEGO,CA,390,SAN DIEGO,390
63,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,SAN FRANCISCO,CA,299,SAN FRANCISCO,299
64,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,CA,309,SAN FRANCISCO,309
65,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,CA,403,SAN FRANCISCO,403
66,KAISER FND HOSP - SANTA ROSA,SANTA ROSA,CA,173,SONOMA,173
67,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,VALLEJO,CA,248,SOLANO,248
68,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,108,YOLO,108
69,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,OAKLAND,CA,75,ALAMEDA,75
70,SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,93,ALAMEDA,93
71,ST. ROSE HOSPITAL,HAYWARD,CA,217,ALAMEDA,217
72,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,STOCKTON,CA,35,SAN JOAQUIN,35
73,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,CA,364,SAN JOAQUIN,364
74,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,GLENDORA,CA,105,LOS ANGELES,105
75,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GLENDALE,CA,334,LOS ANGELES,334
76,KAISER FOUNDATION LOS ANGELES MEDICAL CENTER,LOS ANGELES,CA,460,LOS ANGELES,460
77,KAISER PERMANENTE PANORAMA CITY,PANORAMA CITY,CA,218,LOS ANGELES,218
78,PROVIDENCE TARZANA MEDICAL CENTER,TARZANA,CA,249,LOS ANGELES,249
79,SHRINERS HOSPITAL FOR CHILDREN - L.A.,LOS ANGELES,CA,60,LOS ANGELES,60
80,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,HAWAIIAN GARDENS,CA,107,LOS ANGELES,107
81,ADVENTIST HEALTH CLEARLAKE,CLEARLAKE,CA,32,LAKE,32
82,VALLEY CHILDREN'S HOSPITAL,MADERA,CA,356,MADERA,356
83,EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,CA,489,RIVERSIDE,489
84,GOOD SAMARITAN HOSPITAL-SAN JOSE,SAN JOSE,CA,404,SANTA CLARA,404
85,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,CA,327,SANTA CLARA,327
86,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,PALO ALTO,CA,302,SANTA CLARA,302
87,KAISER FND HOSP - REDWOOD CITY,REDWOOD CITY,CA,149,SAN MATEO,149
88,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONCORD,CA,245,CONTRA COSTA,245
89,SUTTER DELTA MEDICAL CENTER,ANTIOCH,CA,145,CONTRA COSTA,145
90,KAISER FND HOSP - SACRAMENTO,SACRAMENTO,CA,287,SACRAMENTO,287
91,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,104,NEVADA,104
92,LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,CA,141,ORANGE,141
93,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,SAN CLEMENTE,CA,73,ORANGE,73
94,FREMONT MEDICAL CENTER,YUBA CITY,CA,46,SUTTER,46
108,PIH HOSPITAL - DOWNEY,DOWNEY,CA,199,LOS ANGELES,199
109,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,TORRANCE,CA,115,LOS ANGELES,115
110,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LOMA LINDA,CA,343,SAN BERNARDINO,343
787,HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,179,SAN BERNARDINO,179
788,EDGEMOOR GERIATRIC HOSPITAL,SANTEE,CA,192,SAN DIEGO,192
789,DEPARTMENT OF STATE HOSPITAL - ATASCADERO,ATASCADERO,CA,1275,SAN LUIS OBISPO,1275
790,HEALDSBURG DISTRICT HOSPITAL,HEALDSBURG,CA,43,SONOMA,43
791,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,157,LOS ANGELES,157
792,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,101,LOS ANGELES,101
793,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,CA,273,LOS ANGELES,273
794,MENIFEE VALLEY MEDICAL CENTER,SUN CITY,CA,84,RIVERSIDE,84
795,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,RIVERSIDE,CA,77,RIVERSIDE,77
796,CIRBY HILLS BEHAVIORAL HEALTH,ROSEVILLE,CA,16,PLACER,16
797,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,CA,57,FRESNO,57
798,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,CA,62,FRESNO,62
799,JEROLD PHELPS COMMUNITY HOSPITAL,GARBERVILLE,CA,17,HUMBOLDT,17
800,MAMMOTH HOSPITAL,MAMMOTH LAKES,CA,17,MONO,17
801,CHAPMAN MEDICAL CENTER,ORANGE,CA,114,ORANGE,114
802,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,FOUNTAIN VALLEY,CA,293,ORANGE,293
803,STANISLAUS SURGICAL HOSPITAL,MODESTO,CA,23,STANISLAUS,23
804,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,1226,TULARE,1226
838,BUTTE COUNTY PHF,CHICO,CA,16,BUTTE,16
839,COLORADO RIVER MEDICAL CENTER,NEEDLES,CA,25,SAN BERNARDINO,25
840,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,226,SAN DIEGO,226
841,ALVARADO PARKWAY INSTITUTE B.H.S.,LA MESA,CA,66,SAN DIEGO,66
842,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,CA,70,SAN DIEGO,70
843,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,227,SAN DIEGO,227
844,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,SAN FRANCISCO,CA,780,SAN FRANCISCO,780
847,LANGLEY PORTER PSYCHIATRIC INSTITUTE,SAN FRANCISCO,CA,67,SAN FRANCISCO,67
848,UCSF MEDICAL CENTER,SAN FRANCISCO,CA,580,SAN FRANCISCO,580
849,UCSF MEDICAL CENTER AT MOUNT ZION,SAN FRANCISCO,CA,140,SAN FRANCISCO,140
850,COAST PLAZA DOCTORS HOSPITAL,NORWALK,CA,117,LOS ANGELES,117
851,COMMUNITY HOSPITAL OF HUNTINGTON PARK,HUNTINGTON PARK,CA,81,LOS ANGELES,81
852,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,355,LOS ANGELES,355
853,DOCS SURGICAL HOSPITAL,LOS ANGELES,CA,17,LOS ANGELES,17
854,OLYMPIA MEDICAL CENTER,LOS ANGELES,CA,204,LOS ANGELES,204
855,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,CA,138,LOS ANGELES,138
856,WEST HILLS HOSPITAL AND MEDICAL CENTER,WEST HILLS,CA,225,LOS ANGELES,225
857,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,119,SAN BENITO,119
858,CORONA REGIONAL MEDICAL CENTER-MAIN,CORONA,CA,160,RIVERSIDE,160
859,PATIENTS' HOSPITAL OF REDDING,REDDING,CA,10,SHASTA,10
860,KENTFIELD REHABILITATION HOSPITAL,KENTFIELD,CA,60,MARIN,60
861,SURPRISE VALLEY COMMUNITY HOSPITAL,CEDARVILLE,CA,26,MODOC,26
862,FRESNO SURGICAL HOSPITAL,FRESNO,CA,27,FRESNO,27
863,TRINITY HOSPITAL,WEAVERVILLE,CA,51,TRINITY,51
864,"PACIFIC ORANGE HOSPITAL, LLC",ANAHEIM,CA,101,ORANGE,101
865,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,GARDEN GROVE,CA,167,ORANGE,167
866,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,219,ORANGE,219
867,OAK VALLEY DISTRICT HOSPITAL (2-RH),OAKDALE,CA,35,STANISLAUS,35
868,KAWEAH DELTA REHABILITATION HOSPITAL,VISALIA,CA,61,TULARE,61
875,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,80,SAN DIEGO,80
876,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,CA,223,SAN FRANCISCO,223
877,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,CA,228,SAN FRANCISCO,228
878,"CALIFORNIA REHABILITATION INSTITUTE, LLC",LOS ANGELES,CA,138,LOS ANGELES,138
879,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,MODESTO,CA,67,STANISLAUS,67
880,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,VAN NUYS,CA,59,LOS ANGELES,59
881,DEPARTMENT OF STATE HOSPITAL - COALINGA,COALINGA,CA,1500,FRESNO,1500
882,MAYERS MEMORIAL HOSPITAL,FALL RIVER MILLS,CA,121,SHASTA,121
